ts_ns,gbps
1783088364813627040,0.964
1783088364818621882,0.978
1783088364823617688,0.967
1783088364828616369,0.966
1783088364833625851,0.975
1783088364838620394,0.967
1783088364843615760,0.967
1783088364848615415,0.966
1783088364853627648,0.974
1783088364858623538,0.967
1783088364863617365,0.967
1783088364868616247,0.966
1783088364873626733,0.975
1783088364878622829,0.967
1783088364883620969,0.967
1783088364888618667,0.977
1783088364893626415,0.965
1783088364898622936,0.967
1783088364903622305,0.977
1783088364908622332,0.966
1783088364913625550,0.966
1783088364918623444,0.968
1783088364923619972,0.977
1783088364928619477,0.966
1783088364933628379,0.965
1783088364938627399,0.977
1783088364943620137,0.968
1783088364948620017,0.966
1783088364953632793,0.974
1783088364958624185,0.968
1783088364963622811,0.967
1783088364968621982,0.966
1783088364973644684,0.972
1783088364978624650,0.970
1783088364983622590,0.967
1783088364988623246,0.976
1783088364993630884,0.965
1783088364998622482,0.968
1783088365003625877,0.976
1783088365008629275,0.966
1783088365013632259,0.966
1783088365018627898,0.967
1783088365023622249,0.978
1783088365028620551,0.967
1783088365033628049,0.965
1783088365038623400,0.978
1783088365043619494,0.967
1783088365048620756,0.966
1783088365053629300,0.966
1783088365058627334,0.977
1783088365063623486,0.967
1783088365068620860,0.967
1783088365073629316,0.975
1783088365078625880,0.967
1783088365083621467,0.967
1783088365088620751,0.966
1783088365093628115,0.975
1783088365098627437,0.966
1783088365103624183,0.967
1783088365108622729,0.977
1783088365113631963,0.964
1783088365118626099,0.967
1783088365123623181,0.967
1783088365128622616,0.977
1783088365133636240,0.964
1783088365138626430,0.968
1783088365143624741,0.977
1783088365148628962,0.965
1783088365153656408,0.971
1783088365158627891,0.972
1783088365163622837,0.967
1783088365168623721,0.966
1783088365173627821,0.976
1783088365178632715,0.965
1783088365183623689,0.968
1783088365188625651,0.966
1783088365193628082,0.976
1783088365198624682,0.967
1783088365203625798,0.966
1783088365208628672,0.976
1783088365213627994,0.966
1783088365218625555,0.968
1783088365223625362,0.966
1783088365228626771,0.976
1783088365233635635,0.965
1783088365238631905,0.967
1783088365243624987,0.978
1783088365248624538,0.966
1783088365253630306,0.965
1783088365258638073,0.975
1783088365263627967,0.968
1783088365268625876,0.967
1783088365273627748,0.966
1783088365278625942,0.977
1783088365283626692,0.966
1783088365288629598,0.966
1783088365293628216,0.968
1783088365298626836,0.977
1783088365303631145,0.965
1783088365308628474,0.967
1783088365313631465,0.976
1783088365318635687,0.965
1783088365323628101,0.968
1783088365328627799,0.966
1783088365333631466,0.976
1783088365338640828,0.964
1783088365343633870,0.968
1783088365348629355,0.978
1783088365353633342,0.965
1783088365358629576,0.967
1783088365363630626,0.976
1783088365368630912,0.966
1783088365373631770,0.966
1783088365378639324,0.975
1783088365383630880,0.968
1783088365388630439,0.968
1783088365393630331,0.966
1783088365398637627,0.975
1783088365403630965,0.969
1783088365408630625,0.966
1783088365413630360,0.966
1783088365418637733,0.975
1783088365423629872,0.968
1783088365428630086,0.966
1783088365433629704,0.966
1783088365438631031,0.976
1783088365443630851,0.966
1783088365448640490,0.975
1783088365453632573,0.968
1783088365458630972,0.967
1783088365463630460,0.966
1783088365468628571,0.977
1783088365473631141,0.966
1783088365478631779,0.966
1783088365483630096,0.967
1783088365488629852,0.977
1783088365493630994,0.966
1783088365498631304,0.966
1783088365503635946,0.976
1783088365508633046,0.967
1783088365513642774,0.964
1783088365518633336,0.978
1783088365523634886,0.966
1783088365528636099,0.966
1783088365533640517,0.976
1783088365538631288,0.968
1783088365543632393,0.966
1783088365548637017,0.965
1783088365553635507,0.977
1783088365558635348,0.966
1783088365563645364,0.975
1783088365568634298,0.968
1783088365573632762,0.967
1783088365578633742,0.968
1783088365583634260,0.966
1783088365588633842,0.977
1783088365593635049,0.966
1783088365598635358,0.966
1783088365603636431,0.976
1783088365608635427,0.966
1783088365613634180,0.966
1783088365618633593,0.966
1783088365623634425,0.976
1783088365628635999,0.966
1783088365633637625,0.966
1783088365638633260,0.977
1783088365643640190,0.965
1783088365648634736,0.967
1783088365653641518,0.975
1783088365658660464,0.963
1783088365663635374,0.971
1783088365668636056,0.976
1783088365673634394,0.967
1783088365678635456,0.966
1783088365683633914,0.967
1783088365688635553,0.976
1783088365693640787,0.965
1783088365698635037,0.967
1783088365703640053,0.976
1783088365708637199,0.967
1783088365713636944,0.966
1783088365718637390,0.968
1783088365723639495,0.976
1783088365728637986,0.967
1783088365733637412,0.966
1783088365738644030,0.975
1783088365743637828,0.967
1783088365748635602,0.967
1783088365753647117,0.974
1783088365758646979,0.966
1783088365763641369,0.967
1783088365768638959,0.967
1783088365773639545,0.977
1783088365778637824,0.967
1783088365783638917,0.966
1783088365788639876,0.976
1783088365793636733,0.967
1783088365798646196,0.964
1783088365803640396,0.978
1783088365808639712,0.966
1783088365813639030,0.966
1783088365818648728,0.975
1783088365823637938,0.968
1783088365828638207,0.966
1783088365833639734,0.966
1783088365838642913,0.976
1783088365843639016,0.967
1783088365848641829,0.966
1783088365853641307,0.977
1783088365858638965,0.967
1783088365863641103,0.966
1783088365868638332,0.967
1783088365873640218,0.976
1783088365878642511,0.966
1783088365883641886,0.966
1783088365888640530,0.968
1783088365893641088,0.976
1783088365898640248,0.966
1783088365903643239,0.966
1783088365908642423,0.977
1783088365913645445,0.966
1783088365918639823,0.967
1783088365923640001,0.977
1783088365928642184,0.966
1783088365933644593,0.967
1783088365938642499,0.967
1783088365943643938,0.976
1783088365948640732,0.967
1783088365953646746,0.965
1783088365958646204,0.977
1783088365963645976,0.966
1783088365968643713,0.967
1783088365973644978,0.966
1783088365978644753,0.978
1783088365983642351,0.967
1783088365988642845,0.966
1783088365993642338,0.966
1783088365998643518,0.976
1783088366003646565,0.966
1783088366008646301,0.966
1783088366013645764,0.977
1783088366018643510,0.967
1783088366023642908,0.966
1783088366028643878,0.976
1783088366033643820,0.966
1783088366038650978,0.965
1783088366043645768,0.967
1783088366048643759,0.977
1783088366053645016,0.966
1783088366058644770,0.966
1783088366063646097,0.976
1783088366068646730,0.966
1783088366073643897,0.967
1783088366078650923,0.977
1783088366083645037,0.967
1783088366088643723,0.966
1783088366093664797,0.962
1783088366098649604,0.980
1783088366103650002,0.966
1783088366108649248,0.966
1783088366113647750,0.975
1783088366118654824,0.967
1783088366123644622,0.968
1783088366128647893,0.966
1783088366133649066,0.976
1783088366138649918,0.966
1783088366143647319,0.967
1783088366148662382,0.965
1783088366153652419,0.979
1783088366158656038,0.966
1783088366163649284,0.968
1783088366168649649,0.977
1783088366173650616,0.966
1783088366178654209,0.966
1783088366183656880,0.976
1783088366188645602,0.968
1783088366193650520,0.965
1783088366198648949,0.967
1783088366203647087,0.977
1783088366208649415,0.966
1783088366213652743,0.966
1783088366218651635,0.977
1783088366223647777,0.969
1783088366228653259,0.965
1783088366233648498,0.967
1783088366238647723,0.977
1783088366243663325,0.963
1783088366248650190,0.969
1783088366253649881,0.977
1783088366258654164,0.965
1783088366263651438,0.967
1783088366268649881,0.977
1783088366273648555,0.966
1783088366278649621,0.966
1783088366283648726,0.966
1783088366288647697,0.977
1783088366293648368,0.966
1783088366298657744,0.964
1783088366303652915,0.978
1783088366308650561,0.967
1783088366313651326,0.966
1783088366318653593,0.976
1783088366323651373,0.967
1783088366328649894,0.967
1783088366333652131,0.966
1783088366338654804,0.976
1783088366343649254,0.967
1783088366348649762,0.966
1783088366353654173,0.976
1783088366358650516,0.967
1783088366363657136,0.965
1783088366368654594,0.968
1783088366373652071,0.977
1783088366378653683,0.966
1783088366383655559,0.966
1783088366388654780,0.977
1783088366393654590,0.966
1783088366398654803,0.966
1783088366403655572,0.976
1783088366408652360,0.967
1783088366413651922,0.966
1783088366418660216,0.975
1783088366423652187,0.968
1783088366428650952,0.966
1783088366433656390,0.965
1783088366438652301,0.977
1783088366443651387,0.966
1783088366448652170,0.966
1783088366453655453,0.976
1783088366458654771,0.966
1783088366463655383,0.968
1783088366468655710,0.966
1783088366473653352,0.977
1783088366478660471,0.965
1783088366483652832,0.968
1783088366488652466,0.966
1783088366493654320,0.976
1783088366498652917,0.968
1783088366503657102,0.965
1783088366508658759,0.976
1783088366513656560,0.967
1783088366518665711,0.964
1783088366523654297,0.968
1783088366528654051,0.977
1783088366533667073,0.964
1783088366538657181,0.970
1783088366543655198,0.968
1783088366548653298,0.977
1783088366553662190,0.965
1783088366558659888,0.967
1783088366563655592,0.967
1783088366568661000,0.976
1783088366573658778,0.967
1783088366578659448,0.966
1783088366583657858,0.977
1783088366588656185,0.967
1783088366593656841,0.966
1783088366598656465,0.977
1783088366603660715,0.965
1783088366608662317,0.966
1783088366613660635,0.967
1783088366618658034,0.977
1783088366623657252,0.966
1783088366628657197,0.966
1783088366633659706,0.976
1783088366638661098,0.966
1783088366643664472,0.966
1783088366648659680,0.978
1783088366653664613,0.965
1783088366658659826,0.967
1783088366663660188,0.966
1783088366668659495,0.977
1783088366673661091,0.966
1783088366678658471,0.967
1783088366683658657,0.977
1783088366688658760,0.968
1783088366693657393,0.967
1783088366698657271,0.966
1783088366703674514,0.973
1783088366708660507,0.969
1783088366713662750,0.966
1783088366718660172,0.977
1783088366723658986,0.966
1783088366728660832,0.966
1783088366733662263,0.976
1783088366738658581,0.967
1783088366743655825,0.967
1783088366748656203,0.966
1783088366753660200,0.976
1783088366758659693,0.966
1783088366763659685,0.966
1783088366768657514,0.977
1783088366773662443,0.965
1783088366778665670,0.966
1783088366783662950,0.977
1783088366788664250,0.966
1783088366793663996,0.966
1783088366798664070,0.977
1783088366803658924,0.967
1783088366808659010,0.966
1783088366813654332,0.967
1783088366818653237,0.977
1783088366823651245,0.967
1783088366828654271,0.966
1783088366833653891,0.977
1783088366838652875,0.966
1783088366843650933,0.967
1783088366848650464,0.966
1783088366853653230,0.976
1783088366858653542,0.966
1783088366863655154,0.968
1783088366868653113,0.977
1783088366873655977,0.966
1783088366878651736,0.967
1783088366883652486,0.966
1783088366888652077,0.977
1783088366893658978,0.965
1783088366898651505,0.968
1783088366903657367,0.975
1783088366908652725,0.967
1783088366913653400,0.966
1783088366918652820,0.977
1783088366923652071,0.966
1783088366928654298,0.966
1783088366933654618,0.977
1783088366938653502,0.966
1783088366943651806,0.967
1783088366948652214,0.966
1783088366953655047,0.976
1783088366958653939,0.966
1783088366963653481,0.966
1783088366968654351,0.976
1783088366973654977,0.966
1783088366978653343,0.967
1783088366983652497,0.977
1783088366988652615,0.966
1783088366993654932,0.966
1783088366998654439,0.977
1783088367003655841,0.966
1783088367008657160,0.966
1783088367013654274,0.969
1783088367018654110,0.977
1783088367023653210,0.968
1783088367028655339,0.966
1783088367033655230,0.966
1783088367038653877,0.977
1783088367043653771,0.966
1783088367048653871,0.966
1783088367053656764,0.976
1783088367058656809,0.966
1783088367063657027,0.966
1783088367068654593,0.968
1783088367073655322,0.976
1783088367078654848,0.966
1783088367083655787,0.966
1783088367088655116,0.977
1783088367093655934,0.968
1783088367098656407,0.966
1783088367103659584,0.976
1783088367108657798,0.968
1783088367113658136,0.966
1783088367118657338,0.966
1783088367123656231,0.977
1783088367128658063,0.966
1783088367133660461,0.966
1783088367138660363,0.977
1783088367143658054,0.967
1783088367148657954,0.966
1783088367153662130,0.974
1783088367158657856,0.969
1783088367163658378,0.966
1783088367168657146,0.966
1783088367173657779,0.978
1783088367178658892,0.966
1783088367183662003,0.966
1783088367188660133,0.967
1783088367193657128,0.977
1783088367198658521,0.966
1783088367203661155,0.966
1783088367208660149,0.977
1783088367213663047,0.966
1783088367218657817,0.967
1783088367223658748,0.976
1783088367228660373,0.966
1783088367233660122,0.966
1783088367238659542,0.977
1783088367243662676,0.966
1783088367248662304,0.966
1783088367253661804,0.977
1783088367258661122,0.966
1783088367263661329,0.966
1783088367268977669,0.967
1783088367273742215,0.970
1783088367278661659,0.971
1783088367283659705,0.967
1783088367288658555,0.977
1783088367293660687,0.966
1783088367298660059,0.966
1783088367303666485,0.975
1783088367308661896,0.967
1783088367313662425,0.966
1783088367318661188,0.977
1783088367323662288,0.966
1783088367328663461,0.966
1783088367333662922,0.977
1783088367338662668,0.966
1783088367343662659,0.966
1783088367348661305,0.967
1783088367353664171,0.976
1783088367358664095,0.966
1783088367363662919,0.966
1783088367368662665,0.977
1783088367373664148,0.966
1783088367378664102,0.966
1783088367383668926,0.976
1783088367388663970,0.967
1783088367393664210,0.966
1783088367398664190,0.977
1783088367403667911,0.966
1783088367408666046,0.967
1783088367413666224,0.977
1783088367418664342,0.967
1783088367423663844,0.966
1783088367428670707,0.967
1783088367433670260,1.766
1783088367438667043,1.934
1783088367443670737,1.941
1783088367448665223,1.935
1783088367453669474,1.931
1783088367458665800,1.944
1783088367463666818,1.934
1783088367468665894,1.933
1783088367473670257,1.941
1783088367478664592,1.935
1783088367483664848,1.934
1783088367488664881,1.932
1783088367493664052,1.943
1783088367498668962,1.931
1783088367503669415,1.943
1783088367508669859,1.932
1783088367513666497,1.935
1783088367518664673,1.933
1783088367523666259,1.942
1783088367528666821,1.932
1783088367533669329,1.931
1783088367538668853,1.943
1783088367543665035,1.934
1783088367548665142,1.932
1783088367553669224,1.943
1783088367558670926,1.934
1783088367563666245,1.934
1783088367568665422,1.933
1783088367573665477,1.943
1783088367578670031,1.931
1783088367583664884,1.945
1783088367588667587,1.931
1783088367593666416,1.933
1783088367598668975,1.942
1783088367603669665,1.932
1783088367608668221,1.933
1783088367613667734,1.945
1783088367618667818,1.932
1783088367623666842,1.933
1783088367628668272,1.944
1783088367633672485,1.931
1783088367638674985,1.935
1783088367643674838,1.934
1783088367648671009,1.934
1783088367653679958,1.941
1783088367658669589,1.936
1783088367663673467,1.931
1783088367668668773,1.945
1783088367673669737,1.932
1783088367678668309,1.933
1783088367683669527,1.942
1783088367688668690,1.933
